export,r_source_file,r_args,python_signature,implemented,python_test_reference,r_test_reference,rd_reference,vignette_reference
extract_gazepoint_beats_kmeans,environment-confounds-and-ipfm.R,"dat, pulse_col = ""HRP"", time_col = ""CNT"", group_cols = NULL, k = 2, peak_polarity = c(""positive"", ""negative""), min_distance_s = 0.30, sampling_rate = NULL, seed = NULL","(dat, pulse_col='HRP', time_col='CNT', group_cols=None, k=2, peak_polarity='positive', min_distance_s=0.3, sampling_rate=None, seed=None)",True,True,True,True,True
extract_gazepoint_bilateral_eda_asymmetry,advanced-modality-bridges.R,"dat, left_col, right_col, time_col = NULL, group_cols = NULL, output_prefix = ""beda""","(dat, left_col, right_col, time_col=None, group_cols=None, output_prefix='beda')",True,True,True,True,False
extract_gazepoint_eda_complexity,nonlinear-complexity.R,"dat, eda_col = ""GSR_US"", group_cols = NULL, min_samples = 32, sampen_m = 2, sampen_r_multiplier = 0.2","(dat: 'pd.DataFrame', eda_col: 'str' = 'GSR_US', group_cols: 'Iterable[str] | None' = None, min_samples: 'int' = 32, sampen_m: 'int' = 2, sampen_r_multiplier: 'float' = 0.2)",True,True,True,True,False
extract_gazepoint_eda_events_biosppy_style,biosppy-style.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, smoothing_seconds = 1, min_amplitude = NULL, min_distance_seconds = 1, onset_window_seconds = 4","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, smoothing_seconds=1, min_amplitude=None, min_distance_seconds=1, onset_window_seconds=4)",True,True,True,True,False
extract_gazepoint_eda_spectral_power,eda-spectral-power.R,"dat, eda_col = ""GSR_US"", time_col = NULL, group_cols = NULL, sampling_rate = NULL, band = c(0.045, 0.25), min_samples = 32, detrend = TRUE","(dat, eda_col='GSR_US', time_col=None, group_cols=None, sampling_rate=None, band=(0.045, 0.25), min_samples=32, detrend=True)",True,True,True,True,False
extract_gazepoint_eda_tvsymp,eda-tvsymp.R,"dat, eda_col = ""GSR_US"", time_col = ""CNT"", group_cols = NULL, sampling_rate = NULL, band = c(0.08, 0.24), window_seconds = 60, step_seconds = 5, min_valid_fraction = 0.70, normalise = TRUE","(dat, eda_col='GSR_US', time_col='CNT', group_cols=None, sampling_rate=None, band=(0.08, 0.24), window_seconds=60, step_seconds=5, min_valid_fraction=0.7, normalise=True)",True,True,True,True,False
extract_gazepoint_edr_pca,advanced-modality-bridges.R,"dat, ecg_cols, time_col = NULL, group_cols = NULL, n_components = 1, scale = TRUE, output_prefix = ""edr_pca""","(dat, ecg_cols, time_col=None, group_cols=None, n_components=1, scale=True, output_prefix='edr_pca')",True,True,True,True,False
extract_gazepoint_hrv_asymmetry,hrv-fragmentation-asymmetry.R,"dat, ibi_col = ""IBI"", group_cols = NULL, zero_tolerance = 0","(dat: 'pd.DataFrame', ibi_col: 'str' = 'IBI', group_cols: 'Iterable[str] | None' = None, zero_tolerance: 'float' = 0)",True,True,True,True,False
extract_gazepoint_hrv_features,ibi-hr-hrv-core.R,"data, ibi_col = ""IBI_clean_ms"", group_cols = NULL, unit = c(""auto"", ""ms"", ""seconds""), min_intervals = 3, min_duration_s = 30, diff_threshold_ms = 50, collapse_repeated_intervals = TRUE, repeated_tolerance_ms = 1e-8","(data, ibi_col='IBI_clean_ms', group_cols=None, unit='auto', min_intervals=3, min_duration_s=30, diff_threshold_ms=50, collapse_repeated_intervals=True, repeated_tolerance_ms=1e-08)",True,True,True,True,True
extract_gazepoint_hrv_fragmentation,hrv-fragmentation-asymmetry.R,"dat, ibi_col = ""IBI"", group_cols = NULL, zero_tolerance = 0, short_segment_length = 3","(dat: 'pd.DataFrame', ibi_col: 'str' = 'IBI', group_cols: 'Iterable[str] | None' = None, zero_tolerance: 'float' = 0, short_segment_length: 'int' = 3)",True,True,True,True,False
extract_gazepoint_hrv_fuzzy_csi,hrv-fuzzy-csi.R,"dat, ibi_col = ""IBI"", group_cols = NULL, m = 2, r_multiplier = 0.2, fuzzy_power = 2, min_intervals = 10","(dat, ibi_col='IBI', group_cols=None, m=2, r_multiplier=0.2, fuzzy_power=2, min_intervals=10)",True,True,True,True,True
extract_gazepoint_hrv_geometric,hrv-rqa-geometric.R,"dat, ibi_col = ""IBI"", group_cols = NULL, bin_width = NULL","(dat: 'pd.DataFrame', ibi_col: 'str' = 'IBI', group_cols: 'Iterable[str] | None' = None, bin_width: 'float | None' = None)",True,True,True,True,False
extract_gazepoint_hrv_nonlinear,nonlinear-complexity.R,"dat, ibi_col = ""IBI"", group_cols = NULL, min_intervals = 10, sampen_m = 2, sampen_r_multiplier = 0.2, mse_scales = 1:5","(dat: 'pd.DataFrame', ibi_col: 'str' = 'IBI', group_cols: 'Iterable[str] | None' = None, min_intervals: 'int' = 10, sampen_m: 'int' = 2, sampen_r_multiplier: 'float' = 0.2, mse_scales: 'Iterable[int]' = range(1, 6))",True,True,True,True,True
extract_gazepoint_hrv_rcmse,hrv-rcmse.R,"dat, ibi_col = ""IBI"", group_cols = NULL, scales = 1:10, m = 2, r_multiplier = 0.2, min_intervals = 20","(dat, ibi_col='IBI', group_cols=None, scales=range(1, 11), m=2, r_multiplier=0.2, min_intervals=20)",True,True,True,True,True
extract_gazepoint_hrv_rqa,hrv-rqa-geometric.R,"dat, ibi_col = ""IBI"", group_cols = NULL, embedding_dimension = 2, delay = 1, radius = NULL, radius_multiplier = 0.2, min_line_length = 2","(dat: 'pd.DataFrame', ibi_col: 'str' = 'IBI', group_cols: 'Iterable[str] | None' = None, embedding_dimension: 'int' = 2, delay: 'int' = 1, radius: 'float | None' = None, radius_multiplier: 'float' = 0.2, min_line_length: 'int' = 2)",True,True,True,True,False
extract_gazepoint_markerinfo_pspm_style,pspm-style.R,"data, marker_cols = NULL, time_col = NULL, sampling_rate_hz = NULL, group_cols = NULL, edge = c(""rising"", ""change"", ""nonzero""), nonzero_only = TRUE","(data, marker_cols=None, time_col=None, sampling_rate_hz=None, group_cols=None, edge='rising', nonzero_only=True)",True,True,True,True,True
extract_gazepoint_pdr_signals,pdr-rsa.R,"dat, ppg_col = ""HRP"", time_col = ""CNT"", group_cols = NULL, sampling_rate = NULL, min_peak_distance_s = 0.30, smooth_window = 5, respiration_band = c(0.10, 0.60), pdr_resample_rate = 4","(dat: 'pd.DataFrame', ppg_col: 'str' = 'HRP', time_col: 'str' = 'CNT', group_cols: 'Iterable[str] | None' = None, sampling_rate: 'float | None' = None, min_peak_distance_s: 'float' = 0.3, smooth_window: 'int' = 5, respiration_band=(0.1, 0.6), pdr_resample_rate: 'float' = 4)",True,True,True,True,False
extract_gazepoint_ppg_morphology,roadmap-remaining-helpers.R,"data, time_col = NULL, ppg_col = NULL, peaks = NULL, min_peak_distance_s = 0.30","(data, time_col=None, ppg_col=None, peaks=None, min_peak_distance_s=0.3)",True,True,True,True,True
extract_gazepoint_ppg_templates,biosppy-style.R,"data, signal_col = NULL, time_col = NULL, peaks = NULL, group_cols = NULL, sampling_rate_hz = NULL, before_seconds = 0.30, after_seconds = 0.60","(data, signal_col=None, time_col=None, peaks=None, group_cols=None, sampling_rate_hz=None, before_seconds=0.3, after_seconds=0.6)",True,True,True,True,True
extract_gazepoint_pyhrv_nn_intervals,pyhrv-style.R,"peaks, peak_time_col = ""peak_time_s"", time_unit = c(""seconds"", ""milliseconds"")","(peaks, peak_time_col='peak_time_s', time_unit='seconds')",True,True,True,True,True
extract_gazepoint_respiration_ceemdan,respiration-ceemdan-kalman.R,"dat, signal_col, time_col = ""CNT"", group_cols = NULL, sampling_rate = NULL, respiration_band = c(0.10, 0.60), scales = c(5, 15, 30, 60, 120), external_fun = NULL","(dat, signal_col, time_col='CNT', group_cols=None, sampling_rate=None, respiration_band=(0.1, 0.6), scales=(5, 15, 30, 60, 120), external_fun=None)",True,True,True,True,False
extract_gazepoint_scr_recovery_times,changepoint-scr-recovery.R,"dat, eda_col = ""GSR_US"", time_col = ""CNT"", event_onset_col = NULL, group_cols = NULL, pre_onset_baseline_s = 2, peak_window_s = 5, recovery_window_s = 20","(dat, eda_col='GSR_US', time_col='CNT', event_onset_col=None, group_cols=None, pre_onset_baseline_s=2, peak_window_s=5, recovery_window_s=20)",True,True,True,True,True
extract_gazepoint_segments_pspm_style,pspm-style.R,"data, events, signal_col, time_col = NULL, event_time_col = ""onset_time_s"", event_id_col = NULL, condition_col = NULL, pre_s = 1, post_s = 5, baseline_window = c(-1, 0), baseline_correct = TRUE","(data, events, signal_col, time_col=None, event_time_col='onset_time_s', event_id_col=None, condition_col=None, pre_s=1, post_s=5, baseline_window=(-1, 0), baseline_correct=True)",True,True,True,True,True
extract_gazepoint_ttl_events,ttl.R,"data, ttl_columns = NULL, group_columns = NULL, validity_column = ""TTLV"", require_validity = TRUE, mode = c(""changes"", ""nonzero""), include_initial = TRUE","(data, ttl_columns=None, group_columns=None, validity_column='TTLV', require_validity=True, mode='changes', include_initial=True)",True,True,True,True,True
filter_gazepoint_gaze,pupil-gaze-cleaning.R,"data, x_col = NULL, y_col = NULL, time_col = NULL, group_cols = NULL, screen_bounds = c(0, 1, 0, 1), max_velocity = Inf, drop_invalid = FALSE, suffix = ""_filtered""","(data, x_col=None, y_col=None, time_col=None, group_cols=None, screen_bounds=(0, 1, 0, 1), max_velocity=inf, drop_invalid=False, suffix='_filtered')",True,True,True,True,True
filter_gazepoint_ibi_implausible,ibi-hr-hrv-core.R,"data, ibi_col = ""IBI"", time_col = NULL, group_cols = NULL, validity_col = NULL, unit = c(""auto"", ""ms"", ""seconds""), min_ibi_ms = 300, max_ibi_ms = 2000, max_change_ms = 400, max_change_prop = 0.30, output_col = ""IBI_clean_ms""","(data, ibi_col='IBI', time_col=None, group_cols=None, validity_col=None, unit='auto', min_ibi_ms=300, max_ibi_ms=2000, max_change_ms=400, max_change_prop=0.3, output_col='IBI_clean_ms')",True,True,True,True,True
filter_gazepoint_ppg_butterworth,heartpy-bridge.R,"x, cutoff_hz = 5, sampling_rate_hz, passes = 1L","(x, cutoff_hz=5, sampling_rate_hz=None, passes=1)",True,True,True,True,False
filter_gazepoint_ppg_signal,heartpy-extended.R,"x, sampling_rate_hz, type = c(""lowpass"", ""highpass"", ""bandpass"", ""notch""), low_hz = NULL, high_hz = NULL, passes = 1L","(x, sampling_rate_hz, type='lowpass', low_hz=None, high_hz=None, passes=1)",True,True,True,True,True
filter_gazepoint_signal,signal-dropout-preprocessing.R,"data, signal_cols, method = c(""moving_average"", ""rolling_median"", ""detrend""), group_cols = NULL, time_col = NULL, window = 5, suffix = NULL, overwrite = FALSE, na_rm = FALSE","(data, signal_cols, method='moving_average', group_cols=None, time_col=None, window=5, suffix=None, overwrite=False, na_rm=False)",True,True,True,True,False
fit_gazepoint_convolution_glm,pspm-style.R,"data, design, signal_col, time_col = NULL, design_time_col = ""time_s"", regressor_cols = NULL","(data, design, signal_col, time_col=None, design_time_col='time_s', regressor_cols=None)",True,True,True,True,False
flag_gazepoint_artifacts_svm,artifact-svm-bridge.R,"x, model = NULL, feature_cols = NULL, probability_threshold = 0.5, ...","(x, model=None, feature_cols=None, probability_threshold=0.5, **kwargs)",True,True,True,True,False
flag_gazepoint_biometric_dropouts,validity-dropouts.R,"data, signal_cols = NULL, group_cols = NULL, time_col = NULL, min_missing_run = 5L, min_flatline_run = 10L, constant_tolerance = 0, prefix = ""biometric_dropout""","(data, signal_cols=None, group_cols=None, time_col=None, min_missing_run=5, min_flatline_run=10, constant_tolerance=0, prefix='biometric_dropout')",True,True,True,True,False
flag_gazepoint_hrv_segments,physiology-qc-refinements.R,"data, rr_col = NULL, time_col = NULL, group_cols = NULL, window_s = 60, min_beats = 20, min_duration_s = 20, min_rr_ms = 300, max_rr_ms = 2000, max_artifact_prop = 0.20, max_successive_change_prop = 0.20","(data, rr_col=None, time_col=None, group_cols=None, window_s=60, min_beats=20, min_duration_s=20, min_rr_ms=300, max_rr_ms=2000, max_artifact_prop=0.2, max_successive_change_prop=0.2)",True,True,True,True,False
flag_gazepoint_mad_artifacts,mad-artifact-typology.R,"dat, eda_col = ""GSR_US"", time_col = NULL, group_cols = NULL, mad_multiplier = 8, flatline_tolerance = 1e-6, flatline_min_run = 5, wall_abs_change = NULL, output_prefix = ""mad""","(dat, eda_col='GSR_US', time_col=None, group_cols=None, mad_multiplier=8, flatline_tolerance=1e-06, flatline_min_run=5, wall_abs_change=None, output_prefix='mad')",True,True,True,True,False
flag_gazepoint_ppg_quality,roadmap-remaining-helpers.R,"data, time_col = NULL, ppg_col = NULL, window_s = 10, step_s = NULL, missing_prop_threshold = 0.20, flat_sd_threshold = 1e-6, outlier_prop_threshold = 0.10","(data, time_col=None, ppg_col=None, window_s=10, step_s=None, missing_prop_threshold=0.2, flat_sd_threshold=1e-06, outlier_prop_threshold=0.1)",True,True,True,True,True
flag_gazepoint_rr_outliers,event-physiology-indices.R,"rr_intervals, method = c(""mad"", ""z"", ""range""), z_threshold = 5, mad_threshold = 5, min_rr = 300, max_rr = 2000, return = c(""flags"", ""filtered"", ""data"")","(rr_intervals, method='mad', z_threshold=5, mad_threshold=5, min_rr=300, max_rr=2000, return_='flags', **kwargs)",True,True,True,True,True
flag_kleckner_eda_artifacts,eda-intervals-and-kleckner.R,"dat, eda_col = ""GSR_US"", time_col = NULL, group_cols = NULL, min_us = 0.01, max_us = 100, max_abs_percent_change_per_second = 20, transition_padding = 1, output_prefix = ""kleckner""","(dat, eda_col='GSR_US', time_col=None, group_cols=None, min_us=0.01, max_us=100, max_abs_percent_change_per_second=20, transition_padding=1, output_prefix='kleckner')",True,True,True,True,False
flip_gazepoint_ppg_signal,heartpy-extended.R,"x, method = c(""negative"", ""max_minus"")","(x, method='negative')",True,True,True,True,False
format_gazepoint_biometrics_feature_inventory,feature-inventory-format.R,"inventory = NULL, include_internal = FALSE, sort = TRUE","(inventory=None, include_internal=False, sort=True)",True,True,True,True,True
fuse_gazepoint_respiration_kalman,respiration-ceemdan-kalman.R,"dat, primary_col, secondary_col, time_col = NULL, group_cols = NULL, process_var = 0.01, primary_var = 0.05, secondary_var = 0.05, output_col = ""respiration_kalman_fused""","(dat, primary_col, secondary_col, time_col=None, group_cols=None, process_var=0.01, primary_var=0.05, secondary_var=0.05, output_col='respiration_kalman_fused')",True,True,True,True,False
gazepoint_interoperability_manifest,interoperability-version-testing.R,include_support = TRUE,(include_support=True),True,True,True,True,True
generate_gazepoint_manifest,reproducibility-simulation.R,"input_paths = NULL, parameters = list(), outputs = NULL, notes = NULL, write_path = NULL, include_session_info = TRUE","(input_paths=None, parameters=None, outputs=None, notes=None, write_path=None, include_session_info=True)",True,True,True,True,True
get_gazepoint_plot_data,plot-contracts.R,plot,(plot),True,True,True,True,False
get_gazepoint_plot_settings,plot-contracts.R,plot,(plot),True,True,True,True,False
gpbiometrics_info,roadmap-remaining-helpers.R,"print = TRUE, include_session = FALSE","(print=True, include_session=False)",True,True,True,True,False
import_gazepoint_biometric_folder,folder.R,"path, pattern = ""\\.csv$"", recursive = FALSE, include_fixations = TRUE, include_all_gaze = TRUE, include_other_csv = FALSE, na = c("""", ""NA"", ""NaN"")","(path, pattern='\\.csv$', recursive=False, include_fixations=True, include_all_gaze=True, include_other_csv=False, na=('', 'NA', 'NaN'))",True,True,True,True,True
import_gazepoint_biometrics,import.R,"file, na = c("""", ""NA"", ""NaN"")","(file, na=('', 'NA', 'NaN'))",True,True,True,True,True
import_gazepoint_data,data-io-cleaning.R,"dir, session = NULL, pattern = ""\\.csv$"", recursive = FALSE, session_match = c(""prefix"", ""contains"", ""regex""), file_encoding = ""UTF-8-BOM"", add_file_info = TRUE","(dir, session=None, pattern='\\.csv$', recursive=False, session_match='prefix', file_encoding='UTF-8-BOM', add_file_info=True)",True,True,True,True,False
import_gazepoint_data_summary,data_summary.R,file,(file),True,True,True,True,False
import_gazepoint_event_log,roadmap-remaining-helpers.R,"path, time_col = NULL, event_col = NULL, id_col = NULL, sep = NULL, ...","(path, time_col=None, event_col=None, id_col=None, sep=None, **kwargs)",True,True,True,True,True
import_gazepoint_lsl_xdf,lsl-xdf-import.R,"path, stream_name_pattern = ""Gazepoint|GP3|GSR|EDA|Biometric|TTL|Pupil|Gaze"", include_all_streams = FALSE, flatten = TRUE, pyxdf_module = ""pyxdf""","(path, stream_name_pattern='Gazepoint|GP3|GSR|EDA|Biometric|TTL|Pupil|Gaze', include_all_streams=False, flatten=True, pyxdf_module='pyxdf')",True,True,True,True,False
import_gazepoint_pyhrv_results,pyhrv-style.R,path,(path),True,True,True,True,True
impute_gazepoint_missing,data-io-cleaning.R,"data, method = c(""linear"", ""locf"", ""nocb"", ""nearest"", ""constant""), cols = NULL, time_col = NULL, group_cols = NULL, max_gap = Inf, fill_edges = TRUE, constant_value = 0, add_flags = TRUE, treat_infinite_as_missing = TRUE","(data, method='linear', cols=None, time_col=None, group_cols=None, max_gap=inf, fill_edges=True, constant_value=0, add_flags=True, treat_infinite_as_missing=True)",True,True,True,True,False
interpolate_gazepoint_pupil_blinks,roadmap-compatibility-aliases.R,"data, pupil_cols = NULL, time_col = NULL, blink_col = NULL, max_gap_s = NULL, method = c(""linear"", ""constant""), suffix = ""_interp""","(data, pupil_cols=None, time_col=None, blink_col=None, max_gap_s=None, method='linear', suffix='_interp')",True,True,True,True,True
join_gazepoint_biometrics_to_gp3tools,compatibility-wrappers.R,"biometrics, gp3tools_master, ...","(biometrics, gp3tools_master, *args, **kwargs)",True,True,True,True,True
join_gazepoint_biometrics_to_master,sync.R,"master, biometrics, by, all_x = TRUE","(master, biometrics, by, all_x=True)",True,True,True,True,True
match_gazepoint_events_to_biometrics,roadmap-remaining-helpers.R,"data, events, pre = 0, post = 5, time_col = NULL, event_time_col = NULL, event_id_col = NULL, summary_cols = NULL, return = c(""windows"", ""summary"")","(data, events, pre=0, post=5, time_col=None, event_time_col=None, event_id_col=None, summary_cols=None, return_='windows', **kwargs)",True,True,True,True,True
merge_gazepoint_recordings_pspm_style,pspm-style.R,"recordings, time_col = NULL, gap_seconds = 1, recording_col = ""pspm_recording"", reset_first_time = TRUE","(recordings, time_col=None, gap_seconds=1, recording_col='pspm_recording', reset_first_time=True)",True,True,True,True,False
model_gazepoint_eda_point_process,point-process-models.R,"dat, eda_col = ""GSR_US"", time_col = ""CNT"", group_cols = NULL, event_time_col = NULL, event_indicator_col = NULL, derivative_mad_multiplier = 6, min_event_distance_s = 1","(dat, eda_col='GSR_US', time_col='CNT', group_cols=None, event_time_col=None, event_indicator_col=None, derivative_mad_multiplier=6, min_event_distance_s=1)",True,True,True,True,False
model_gazepoint_hr_point_process,point-process-models.R,"dat, ibi_col = ""IBI"", time_col = NULL, beat_time_col = NULL, group_cols = NULL, ibi_units = c(""auto"", ""seconds"", ""milliseconds"")","(dat, ibi_col='IBI', time_col=None, beat_time_col=None, group_cols=None, ibi_units='auto')",True,True,True,True,False
model_gazepoint_hrv_ipfm,environment-confounds-and-ipfm.R,"dat, ibi_col = ""IBI"", beat_time_col = NULL, group_cols = NULL, ibi_units = c(""auto"", ""seconds"", ""milliseconds""), output_sampling_rate = 4, max_frequency = 0.50","(dat, ibi_col='IBI', beat_time_col=None, group_cols=None, ibi_units='auto', output_sampling_rate=4, max_frequency=0.5)",True,True,True,True,False
normalize_gazepoint_scr,event-physiology-indices.R,"amplitudes, method = c(""z"", ""percent_max"", ""range"", ""center"", ""log_z"", ""none""), amplitude_col = NULL, group_cols = NULL, output_col = ""scr_amplitude_normalized"", na.rm = TRUE","(amplitudes, method='z', amplitude_col=None, group_cols=None, output_col='scr_amplitude_normalized', na_rm=True)",True,True,True,True,True
optimize_gazepoint_cvxeda_tau,cvxeda-tau-optimization.R,"dat, eda_col = ""GSR_US"", time_col = ""CNT"", group_cols = NULL, tau0_grid = seq(2, 4, by = 0.25), tau1 = 0.7, sampling_rate = NULL, ridge_lambda = 0.01, max_irf_seconds = 20","(dat, eda_col='GSR_US', time_col='CNT', group_cols=None, tau0_grid=array([2.  , 2.25, 2.5 , 2.75, 3.  , 3.25, 3.5 , 3.75, 4.  ]), tau1=0.7, sampling_rate=None, ridge_lambda=0.01, max_irf_seconds=20)",True,True,True,True,False
pipeline_comparison_dashboard,pipeline-comparison-dashboard.R,"data, participant_col = NULL, session_col = NULL, grouping_cols = NULL, missingness_col = NULL, quality_col = NULL, qc_status_col = NULL, failed_rules_col = NULL, excluded_col = NULL, notes_col = NULL","(data, participant_col=None, session_col=None, grouping_cols=None, missingness_col=None, quality_col=None, qc_status_col=None, failed_rules_col=None, excluded_col=None, notes_col=None)",True,True,True,True,True
plot_gazepoint_aoi_biometrics,aoi-biometrics.R,"x, value_col = ""mean_value"", aoi_col = ""aoi_label"", signal_col = ""signal"", group_col = NULL, plot_type = c(""boxplot"", ""point"", ""line""), title = NULL","(x, value_col='mean_value', aoi_col='aoi_label', signal_col='signal', group_col=None, plot_type='boxplot', title=None)",True,True,True,True,True
plot_gazepoint_biometric_quality,biometric-plots.R,"data, quality_cols = NULL, signal_cols = NULL, time_col = NULL, group_col = NULL, dropout_prefix = ""biometric_dropout"", max_points = 5000L, main = NULL, plot = TRUE, ...","(data, quality_cols=None, signal_cols=None, time_col=None, group_col=None, dropout_prefix='biometric_dropout', max_points=5000, main=None, plot=True, **kwargs)",True,True,True,True,True
plot_gazepoint_biometric_report_dashboard,qc-dashboard-plots.R,"data = NULL, signal_activity = NULL, time_resets = NULL, signal_cols = NULL, group_cols = NULL, time_col = NULL, include_signal_activity = TRUE, include_time_resets = TRUE, max_groups = 30, continue_on_error = TRUE, title_prefix = ""Gazepoint biometric QC""","(data=None, signal_activity=None, time_resets=None, signal_cols=None, group_cols=None, time_col=None, include_signal_activity=True, include_time_resets=True, max_groups=30, continue_on_error=True, title_prefix='Gazepoint biometric QC')",True,True,True,True,True
plot_gazepoint_biometric_signals,biometric-plots.R,"data, signal_cols = NULL, time_col = NULL, group_col = NULL, max_points = 5000L, standardize = FALSE, type = c(""line"", ""points"", ""both""), main = NULL, xlab = NULL, ylab = NULL, legend = TRUE, plot = TRUE, ...","(data, signal_cols=None, time_col=None, group_col=None, max_points=5000, standardize=False, type='line', main=None, xlab=None, ylab=None, legend=True, plot=True, **kwargs)",True,True,True,True,True
plot_gazepoint_cluster_null_distribution,cluster-permutation-diagnostics.R,"result, cluster_id = 1L, observed_mass = NULL, bins = 30L","(result, cluster_id=1, observed_mass=None, bins=30)",True,True,True,True,True
plot_gazepoint_cluster_permutation,cluster-permutation.R,"x, alpha = NULL, show_all_clusters = FALSE","(x, alpha=None, show_all_clusters=False)",True,True,True,True,True
plot_gazepoint_design_coverage,design-event-audit.R,"audit, type = c( ""condition_counts"", ""participant_trials"", ""event_coverage"", ""warnings"" )","(audit, type='condition_counts')",True,True,True,True,True
plot_gazepoint_eda_decomposition,eda-scr-plots.R,"data, time_col = NULL, signal_cols = NULL, group_cols = NULL, standardise = FALSE, max_points = 5000, title = NULL","(data, time_col=None, signal_cols=None, group_cols=None, standardise=False, max_points=5000, title=None)",True,True,True,True,True
plot_gazepoint_eda_gram,eda-gram-plot.R,"dat, eda_col = ""GSR_US"", time_col = ""CNT"", group_cols = NULL, group_id_to_plot = NULL, sampling_rate = NULL, window_seconds = 30, step_seconds = 5, frequency_range = c(0.01, 0.50), frequency_bins = 64, log_power = TRUE, plot = TRUE, main = ""EDA-gram""","(dat, eda_col='GSR_US', time_col='CNT', group_cols=None, group_id_to_plot=None, sampling_rate=None, window_seconds=30, step_seconds=5, frequency_range=(0.01, 0.5), frequency_bins=64, log_power=True, plot=True, main='EDA-gram')",True,True,True,True,True
plot_gazepoint_export_profile,export-folder-profile.R,"profile, type = c( ""files"", ""roles"", ""missingness"", ""activity"" ), top_n = 20","(profile, type='files', top_n=20)",True,True,True,True,False
plot_gazepoint_missingness,pupil-qc-reporting.R,"data, cols = NULL, time_col = NULL, id_col = NULL, max_points = 5000L","(data, cols=None, time_col=None, id_col=None, max_points=5000)",True,True,True,True,True
plot_gazepoint_multimodal_timeline,multimodal-timeline-plot.R,"data, time_col = NULL, signal_cols = NULL, group_cols = NULL, participant_col = NULL, stimulus_col = NULL, trial_col = NULL, event_time_col = NULL, event_col = NULL, standardise = TRUE, show_event_markers = TRUE, title = NULL","(data, time_col=None, signal_cols=None, group_cols=None, participant_col=None, stimulus_col=None, trial_col=None, event_time_col=None, event_col=None, standardise=True, show_event_markers=True, title=None)",True,True,True,True,True
plot_gazepoint_ppg_breathing,heartpy-extended.R,"rr_ms, rr_time_s = NULL, resample_hz = 4, breathing_band = c(0.10, 0.50)","(rr_ms, rr_time_s=None, resample_hz=4, breathing_band=(0.1, 0.5))",True,True,False,True,True
plot_gazepoint_ppg_peak_detection,heartpy-bridge.R,"detection, group = NULL, accepted_only = FALSE","(detection, group=None, accepted_only=False)",True,True,False,True,True
plot_gazepoint_ppg_poincare,heartpy-extended.R,"peaks = NULL, rr_ms = NULL, group_col = ""group""","(peaks=None, rr_ms=None, group_col='group')",True,True,False,True,True
plot_gazepoint_ppg_segmentwise,heartpy-extended.R,"segmentwise, measure = ""bpm""","(segmentwise, measure='bpm')",True,True,False,True,True
plot_gazepoint_pyhrv_hr_heatplot,pyhrv-style.R,"nni_ms, time_bins = 20, hr_bins = 20","(nni_ms, time_bins=20, hr_bins=20)",True,True,False,True,True
plot_gazepoint_pyhrv_radar_chart,pyhrv-style.R,"measures, columns = c(""sdnn"", ""rmssd"", ""sdsd"", ""pnn50"", ""lf_norm"", ""hf_norm"", ""sd1"", ""sd2"")","(measures, columns=('sdnn', 'rmssd', 'sdsd', 'pnn50', 'lf_norm', 'hf_norm', 'sd1', 'sd2'))",True,True,False,True,True
plot_gazepoint_pyhrv_tachogram,pyhrv-style.R,"nni_ms, time_s = NULL","(nni_ms, time_s=None)",True,True,False,True,True
plot_gazepoint_saccade_main_sequence,pupil-and-saccade-diagnostics.R,"dat, amplitude_col = NULL, peak_velocity_col = NULL, group_col = NULL, log_axes = TRUE, add_smoother = TRUE, main = ""Gazepoint saccade main-sequence diagnostic""","(dat, amplitude_col=None, peak_velocity_col=None, group_col=None, log_axes=True, add_smoother=True, main='Gazepoint saccade main-sequence diagnostic')",True,True,True,True,True
plot_gazepoint_scr_events,eda-scr-plots.R,"data, scr_peaks, event_windows = NULL, events = NULL, time_col = NULL, signal_col = NULL, phasic_col = NULL, group_cols = NULL, show_events = TRUE, max_points = 5000, title = NULL","(data, scr_peaks, event_windows=None, events=None, time_col=None, signal_col=None, phasic_col=None, group_cols=None, show_events=True, max_points=5000, title=None)",True,True,True,True,True
plot_gazepoint_scr_specification_curve,scr-specification-curve-plot.R,"x, estimate_col = NULL, specification_col = ""specification_id"", add_zero_line = TRUE, main = ""SCR specification curve""","(x, estimate_col=None, specification_col='specification_id', add_zero_line=True, main='SCR specification curve')",True,True,True,True,True
plot_gazepoint_signal_activity,qc-dashboard-plots.R,"data, signal_cols = NULL, group_cols = NULL, metric = c( ""active_signal"", ""nonzero_prop"", ""missing_prop"", ""n_unique_finite"" ), max_groups = 30, title = NULL","(data, signal_cols=None, group_cols=None, metric='active_signal', max_groups=30, title=None)",True,True,True,True,True
plot_gazepoint_signal_quality,signal-quality-reporting.R,"quality, metric = ""prop_missing"", x = NULL, colour = NULL, facet = NULL","(quality, metric='prop_missing', x=None, colour=None, facet=None)",True,True,True,True,True
plot_gazepoint_time_resets,qc-dashboard-plots.R,"data, time_col = NULL, group_cols = NULL, max_groups = 30, title = NULL","(data, time_col=None, group_cols=None, max_groups=30, title=None)",True,True,True,True,True
